,Date,user_id,comments
320,"February 27, 2014 2:38PM",Kirstie_H,"Oh, I dunno... the badges go really nicely with a snappy vest and a pocketwatch."
321,"February 27, 2014 5:07PM",flightnurse,"Mark, ABS was standard on MB S class in 1985, my 86 300SDL had them standard. Now did you know the Oldsmobile was the first US manufacture to have an Airbag as an option in the 70's. Needless to say, not many where sold...
I thought Lexus was the first manufacture to come out with the 8 spd in the LS430. I do agree with you Mark that US automakers really needed to see the benefit of the 8 or 9 spd auto. I know that my BMW wouldn't be as lively if it had the old 6 spd steptronic."
322,"February 27, 2014 8:26PM",Mr_Shiftright,"That's right--1971 Chrysler Imperial had ABS on all 4 wheels. And apparently, it worked quite well."
323,"February 28, 2014 8:19AM",markcincinnati,"Glad to see ""us"" scratching our heads wondering why the nearly 13 year gap between working ABS in a Chrysler (I think it was only 2-channel ABS, but hey it worked) and the German's putting it in their top of the line models. I had a 1986 Audi 5000CS quattro and it had ABS -- indeed, it had an ""off on"" ABS switch on the dash. The owner's manual explained when ABS worked and when it was best to turn it off.
Of course they took the switch away when they found out that sometimes people would turn ABS off at inappropriate times because they thought there was something wrong with their brakes since they ""pulsed"" when ABS was activated.
A case of ignorance winning out over technology.
According to the owner's manual, you should turn your ABS off when driving in deep gravel or deep not packed (fluffy) snow, since you could use a locked wheel/tire to slow you down in deep gravel since a mound of gravel would pile up under the tires rapidly shedding speed. The mound-ing effect was cancelled by the action of the ABS, making the stopping more difficult in deep snow or gravel.
In any case, my confusion and perhaps even frustration is with the slow adoption of tech that is actually very inexpensive. And American mfgrs are some of the worst offenders. Hell, they'll jump on putting power windows in an el cheapo car, but delay for decades incorporating ABS, ESP, blind spot monitoring, etc etc etc. I would assume the cost of the hardware for power windows, power sunroofs and power door locks is more than the cost of a backup camera and blind spot monitoring, for example.
I'm pretty confident that the reason for the delay has something to do with perceived demand, costs and what the mfgr must see as their customers' perception of the value of such tech.
To me, this [safety and/or performance and/or convenience] tech is almost essential any more. Even though I think factory sat nav is outrageously priced, I wouldn't leave home without it -- but c'mon to add ""MMI"" to an Audi is $3,500 -- and for that you get sat nav, bluetooth and voice activation of several of the car's systems -- all nicely integrated. This has to provide Audi with a super high gross margin -- and, even knowing that, the majority of cars my Audi dealer sells (which are overwhelmingly Q5s and A4s) come with MMI, ""because that's what people want.""
Maybe things like ABS, when they were a $500 option, just didn't seem sexy enough, no matter how little it cost. Of course, now we're moving into a whole new era of auto tech -- autonomy. . . .
""Dave Bowman: Hello, HAL. Do you read me, HAL?
HAL: Affirmative, Dave. I read you.
Dave Bowman: Open the pod bay doors, HAL.
HAL: I'm sorry, Dave. I'm afraid I can't do that.
Dave Bowman: What's the problem?
HAL: I think you know what the problem is just as well as I do.
Dave Bowman: What are you talking about, HAL?
HAL: This mission is too important for me to allow you to jeopardize it.
Dave Bowman: I don't know what you're talking about, HAL.
HAL: I know that you and Frank were planning to disconnect me, and I'm afraid that's something I cannot allow to happen.
Dave Bowman: [feigning ignorance] Where the hell did you get that idea, HAL?
HAL: Dave, although you took very thorough precautions in the pod against my hearing you, I could see your lips move.
Dave Bowman: Alright, HAL. I'll go in through the emergency airlock.
HAL: Without your space helmet, Dave? You're going to find that rather difficult.
Dave Bowman: HAL, I won't argue with you anymore! Open the doors!
HAL: Dave, this conversation can serve no purpose anymore. Goodbye.""
DILYL"
324,"February 28, 2014 11:56AM",dino001,"I think the issue was perception of safety as a priority. At that time it was not not perceived as such and stereo or power windows sold well, whereas ABS or airbags were considered ""fluff"". There were many examples of drivers choosing entertainment, or convenience options over safety when it was done as an alternative of ""free upgrade"", or simple limit of total price. It changed today, but it is still expected to be ""free"". In other words ABS or stability control should be ""free"" (i.e. included in price that is same as last year model), but leather or premium stereo, no problem as an option.
To best see how peoples' preferences changed is to watch evolution of Toyota cars. Toyota has almost six sense, when it comes to timing standard inclusion of equipment in the model vs. market demands. When Toyota offers something standard, it means the segment requires that as such. When it is still an expensive option, it means people will either be willing to pay extra or so without it. Detroit (GM especially) had an opposite problem - wrong timing. They'd put something on when nobody saw that necessary (e.g. ABS on Cavalier), but later they'd remove it when market was just about to demand it."
325,"February 28, 2014 12:42PM",cdnpinhead,"Well, I'm going out on a limb here, but could it possibly have anything to do with the tendency of so many people in the U.S. (or, worse yet, their lawyers) to sue at the drop of a hat?
As soon as a ""feature"" is included in a car manufactured in the U.S. that is supposed to help prevent X, the next time X happens because the operator of the vehicle is a certifiable moron, there will be someone, somewhere willing to go for the deep pockets.
When did you last buy a ladder and read all the s*** (let's say stuff) on the various labels?
Ain't life grand?"
326,"February 28, 2014 6:52PM",scwmcan,"That's about it, it is the sue happy legal system in the Staes that tends to limit new technology for safety in cars coming as soon a s it is available ( I seem to recall it took several extra years for the Germans to bring things like ABS, Traction Control, and even airbags, after they were introduced in Europe. To be fair though the American companies have introduced a lot of technology in the lower end of the market first ( Chrysler with at least a driver side air bag in pretty much every car they sold way before anybody else put them in standard) and GM with ABS in the Cavalier as already mentioned, and I think they were one of the first with traction control as standard in some lower end cars as well ( grand ams for instance). At least there is no longer an Americans car to hat I know off that still comes with a four speed transmission ( unlike Toyota). The eight, nine, and ten speed transmissions are coming from the us manufactures, but it takes time to not only develop them, but to get suppliers to make the parts, and factories tooled to get them built, and to figure out how to make it cost effective to put them in lower end models, they aren't free after all. And why just pick on the American manufactures, where are the eight + speeds in the Japanese ( and even the German ) mainstream line up, some of them still only have 5 speeds in most of their line up. And Chrysler is the one who is offering eight and nine speed transmissions in their lower end cars first, so it is a little unfair to say that the American manufactures are putting technology in their cars, on the other hand I do agree that their high end models ( I.e. Cadillac and Lincoln at least) should have had this technology within a year or two of it appearing on the German makes, and I don't recall that happening so in that respect you are correct."
327,"February 28, 2014 10:38PM",roadburner,"I remember talking to BMW engineers in the mid '80s and hearing them tell about how much real-world ABS testing they performed before rolling out ABS in the U.S.- @4 years after they introduced it in Europe.
In 1995 I did a bit of research and decided I wanted a BMW child car seat. BMW wouldn't sell them in the U.S. Wonder why? I had to have a seat brought in through ""back channels."""
328,"March 1, 2014 7:55AM",Mr_Shiftright,"Mother Nature says: ""You provide the slightest opportunity for a grievous mistake, and I will provide the Fool to perform it""."
329,"March 1, 2014 11:03AM",markcincinnati,"""If something can go wrong, it will."" ""If more than one thing can go wrong, the one with the most dire consequences is the one that will occur.""
And then there's that lovely extension of the Law: ""If nothing can go wrong, something will go wrong anyway.""
The first two are neutral concepts, the third is just too pessimistic."
330,"March 5, 2014 7:07PM",sweendogy,"Couple of observations on the S4- when in the correct set up- sport, dynamic - it's rediculously quick- in comfort from a stand still in non sport it's a regular car- throttle even when pushed does not come to life like I thought it would. The s is a fantastic cruiser but rides harsh at highway, harder then I thought but that could be due to winter snow tires- I'm sure the summers will be an uptick but prob not to Buick or Lexus levels"
331,"March 6, 2014 3:40PM",markcincinnati,"I have the all-season tire option -- and the ride is firm, but compliant, not rough. My previous A4 had the 19"" 35 series tires (and the sport suspension, too) -- you were aware of every grain of sand on the road. The 18""s are 40 series, which are somewhat better since the sidewalls aren't quite as stiff and there is a bit more cushion between you and the road, given the higher/taller aspect ratio.
The potholes here in Cincinnati have multiplied like rabbits this year -- I dread the almost unavoidable consequences of hitting one. Last time I did that it cost me one new wheel and four new tires. On an Audi, everything is breathtakingly expensive. We're talking a number beginning with a 2 -- yikes! Damn potholes.
When I cruise down the highway with these tires, there is very little road noise and, being that the tire sidewalls are only stiff, not super-stiff, the ride is actually not an issue. I do, however, have the upgraded seats, which probably account for part of the comfort, too.
You're right, when you put the car in Sport mode and use the paddle-shifter to blast up and down the highway, the thing really feels like a sports car. The paddles, in fact, in this car, provide the only ""instant"" shift I have ever experienced with any car (I love the S-tronic trans.)
DILYL"
332,"March 7, 2014 6:11AM",sweendogy,I have 18' winter and 19' summers (which I have yet to try) - both are uber aggressive sport - I guess it's a nature of that set up- I have base seats and which have good support and grip. The transmission very good for an auto - agree
333,"March 18, 2014 6:48PM",sweendogy,Wow these message boards are dormant -
334,"March 18, 2014 8:03PM",Michaell,We're all out driving or test-driving.
335,"March 23, 2014 6:47PM",sweendogy,"I guess or format still not taking hold-

For those who are reading - put the 19's sports on just in time for another east coast snow storm"
336,"March 23, 2014 6:47PM",sweendogy,Pix
337,"March 23, 2014 8:16PM",nyccarguy,"@sweendogy
I see you hate your state's front plate law. I don't blame you. Sexy looking S4!"
338,"March 23, 2014 8:16PM",stickguy,"2 days max near me and you are at least replacing a tire, if not the wheel with it. And possibly a few fillings in your teeth."
339,"March 24, 2014 12:22PM",sweendogy,"null
Hope not - but roads are pretty chewed up here as well"
340,"March 26, 2014 4:10PM",andres3,"To find the humorous side of my recent situation, I ""uninstalled"" my front license plate holder on my new S4. Left the 4 little screw holes there just in case. If it was on there, I imagine my accident would have caused another .25 man hours of work to repair, as they need to remove and replace the front bumper and grill. I will make sure they make my 4 guide holes though; just in case the CHP forces my hand some day."
341,"March 27, 2014 9:47AM",Mr_Shiftright,In California they'll ticket you even if you're parked if you have no front plate.
342,"March 27, 2014 11:00AM",nyccarguy,"@mrshift
in New York, they will ticket parked cars on the street with no front plate. They will also specifically pull you over for not having a front plate.
In Connecticut, you are required to have a front plate, but from what I understand (hearsay) the police will not specifically pull you over for not having a front plate. If you get pulled over for something else, then they'll give you a no front plate ticket as well."
343,"March 27, 2014 12:25PM",Mr_Shiftright,I finally solved the problem on the MINI by integrating a front license plate holder with the tow hook anchor--the holder also includes the toll bridge transponder. Pretty neat solution to 2 problems!
344,"March 27, 2014 1:18PM",robr2,Except that now you look like an old guy trying to hard to be cool like all the kids and their modded out cars!!
345,"March 27, 2014 2:38PM",ivan_99,In TX I've gone 2 years without a front plate and didn't get stopped/ticketed once. Although they tend to taze old ladies here so I wouldn't recommend it...
346,"March 27, 2014 5:08PM",flightnurse,"Got to love AZ, we do not need front plates.... But plan to get a German plate when we are in Germany in the Fall."
347,"March 27, 2014 5:09PM",flightnurse,"Yes, since you are on the street and the cars have to adhere to all DMV laws."
348,"March 27, 2014 6:49PM",stickguy,"I see lots of single plates around here. I'm in Jersey, and we have both, but am very close to PA and they are rear only.
I had to take my son's Jetta over tot he dealer when the plates came in, and watched the guy at the dealer bolt on the front plate holder by screwing in 4 self-tapping screws right through the front bumper skin. Would have been sadder if it had been my car!
at least my Miata was just a bracket that hooked on underneath, so you could take it off without leaving a trace."
349,"March 28, 2014 1:47PM",andys120,"They cut no slack in NH. I had a plate fall off the front and got pulled over by a trooper in a matter of a couple of days. I also got stopped because the month showing on my inspection sticker didn't coinicide with the license plate tag. I even got stopped once for having my rear fog light on. The cop thought I had a blown taillight not realizing that rear fogs are usually only on the left.
I never got a ticket in any of those stops, just a warning. Those are the hazards of living in a low crime area I guess."
350,"March 28, 2014 2:21PM",Mr_Shiftright,"guy who didn't even know he was trying to look cool IS cool!
@robr2 said:"
351,"March 28, 2014 7:19PM",nyccarguy,"@andys120
""Live Free Or Die"" New Hampshire has a front plate law? Aren't seat belts still optional for adults in NH?"
352,"March 28, 2014 10:38PM",andys120,"Last I heard they were still optional, as are helmets for motorcyclists. Makes no diff to me, I've been wearing belts since 1965 and I'd never dream of getting on a bike with no helmet."
353,"March 29, 2014 6:15AM",robr2,Seat belt laws in NH only apply to under 18 year olds and still no requirement for helmets.
354,"March 29, 2014 8:49AM",nyccarguy,"@robr2 @andys120‌
We don't have a motorcycle helmet law in CT either"
355,"March 29, 2014 8:50AM",Mr_Shiftright,"RE: ""Live Free or Die"" .....um....are license plates still made in prison?"
356,"March 29, 2014 4:50PM",andys120,"Naturally, the taxpayers don't wanna have to pay people to have them made."
357,"April 1, 2014 6:44PM",sweendogy,"I have my front on with zip ties, string- and padding on the back of the plate itself to protect the lower bumper. It's ""installed"" lower on the body - I think it looks better but others could argue its doushie."
358,"April 2, 2014 7:57AM",Mr_Shiftright,"I think you actually do get paid in prison if you work.
It's too bad I have to mess up the front of my MINI with a license plate--but of course, how else will city governments increase their revenue with traffic light cameras, if they can't shoot the front of your car for the plate #?"
359,"April 2, 2014 8:03AM",cartalk,The same way they do it in Arizona which only has a rear plate. They shoot a pic of the driver and another of the rear plate.
360,"April 3, 2014 8:49AM",eweiner,Law changed in MD. If your car does not come with a front license mount then you dont have to add onebut you must have the second tag in the car. If there is a mount installed in the front you must mount the tag.
361,"April 4, 2014 6:10PM",sweendogy,How about leaving it on the dash does that work or must it be mounted?
362,"April 6, 2014 6:46AM",robr2,I wouldn't leave a plate on the dash. It's one more thing to fly around the car in case of an accident. (Says the man with 40 lbs. of lacrosse bag and sticks as well as work related product samples in the back of his Passat wagon.)
363,"April 9, 2014 9:20AM",flightnurse,"Interesting that Porsche just dropped a bomb in the ""entry lux sport sedan"" segment, it is going to build a baby Baby Panamera, with a V6 good for about 300hp. http://www.caranddriver.com/features/2017-porsche-small-sedan-feature"
364,"April 9, 2014 9:25AM",robr2,"The Porsche ""Pajun"" has been rumored for a couple of years now. It originally was thought to be a dedicated vehicle targeting the 5 series."
365,"April 12, 2014 1:56PM",sweendogy,"null
Flight you are so back- nice - can't wait for this Porsche - could be sweet."
366,"April 13, 2014 8:10AM",Mr_Shiftright,
367,"April 14, 2014 8:22AM",graphicguy,"For those of you who might find this interesting (as I do), the '15 Acura TLX is going to be shown in production form at the NY Auto Show this coming Wednesday. My dealer was getting training in TX on the new TLX and posted this in another forum about what he learned during training....
[i]""-New remote start system like the new MDX ( remote start 3 ) that has a 1/4 mile range.
Under storage compartment in the trunk ( similar to RLX with no spare tire, just inflation kit with a spare available as an accessory )
Fold down rear seats with trunk passthrough
All 4 windows power up/down 1 touch
Tech pkg and Advanced pkg have frameless mirrors ( similar to that on the new GM Corvette and Camaro )
Electronic Parking brake
Electronic Shifter like in RLX Sport Hybrid
7 speaker 355 watt base sound system
10 speaker 490 watt tech/adv sound system
-Siri Eyes Free
Gains of $2,000 in standard features
3.5L V6 puts out 290hp and 267 torque
9 speed automatic transmission with 25% faster shifting and 5 times faster paddle shiftting
1mpg city increase and 5mpg highway increase for FWD
3mpg city increase and 5mpg highway increase for SH-AWD
v6 model goes 0-60 a little over half a second faster
SH-AWD is 25% lighter and no longer protrudes into the trunk
SH-AWD system can now act like P-AWS when switching lanes, sending extra power to left rear wheel when moving right a lane and vice versa
Engine idle stop ( yuck )
Integraded Dynamic System ( IDS changes steering feel and pedal response ) with a new Sport Plus mode to give old ""Type-S"" like steering feel and a new ECON mode for fuel economy.
Blind Spot with Cross Traffic Monitor
Road departure waring and Road departure Mitigation ( acts like CMBS )
Tire fill assist ( beeps when correct tire pressure is met )
Premium feel, engineers want you to feel the difference in the first 50 feet
4 Inches shorter than old TL in the overhang. Wheelbase is the same
Color Keyed entry button
LED Taillights / Integrated rear Spoiler
Torsion stiffness up 21%
Acoustic Spray Foam to vastly cut down on road and wind noise.
145 Pounds lighter ( TL FWD to TLX FWD )
Motion Adaptive EPS with crosswind detection""[/i]
No pricing info that they're willing to share (yet) because they're trying to clear the '14 TLs off the lot, first. Sounds pretty darn compelling if they can keep the SH AWD version in that mid $40K range, where the old one is priced."
368,"April 14, 2014 8:59AM",dash5,"Thanks Graphic, the TLX is definitely on my radar.
""Torsion stiffness up 21% - Acoustic Spray Foam to vastly cut down on road and wind noise.""
Definitely like the spray foam and we will see about the Torsion stiffness."
369,"April 14, 2014 9:10AM",stickguy,Is there still going to be a 4 cyl version that us non-rich people might come close to affording? Or us that being left to the Ilx?
370,"April 14, 2014 9:23AM",graphicguy,"dash....you're welcome...my pleasure!
stickguy....yes, the 4 cyl from the now defunct TSX will go in the entry level TSX model. It will have a 9-speed DCT trans. Whereas the 3.5L will have an 8-speed trans.
Rumor is the 4 cyl and 6 cyl base cars will offer P-AWS-4 wheel steer from the RLX. The SH AWD will still be available but it's significantly lighter than before.
Interesting to note, the new TLX is supposed to be a 1/2 second faster to 60....pretty significant. That puts it smack dab in the middle of the lux/performance cars we always talk about here...like the IS350, Audi S4, BMW 335i, Infiniti G/Q. Whereas the 4 cyl looks to hit the performance marks of the A4, 328i, Mercedes C250, etc."
371,"April 14, 2014 9:24AM",robr2,Yes the 2.4L will be available with an 8 speed dual clutch auto and FWD only.
372,"April 14, 2014 10:33AM",carnaught,"Hopefully the TLX will be improved in the looks department, not as ""shield and armor"" looking."
373,"April 14, 2014 11:06AM",nyccarguy,"@graphicguy‌
I'll be at the NY Auto Show this Sunday. I'll try to snap some pics for you if I can."
374,"April 14, 2014 11:23AM",robr2,"Well Acura displayed the concept in January in Detroit. When Honda shows a prototype, it's usually 98% there so these photos are accurate IMHO:
http://www.autoweek.com/article/20140320/CARNEWS/140319757"
375,"April 14, 2014 12:45PM",graphicguy,Thanks Bradd!
376,"April 14, 2014 1:59PM",markcincinnati,"Acura TLX
There are (were) many good things to be said (and enjoyed) about the current TL SH-AWD (in Advance trim) -- trouble is (was) I often found myself ""apologizing"" for the Acura's styling and ""cheap looking"" (for the class it was aspiring to compete in) ""over-Honda-ized"" interior.
The concept version is quite the step up in the styling department; but, I think the same can be said for the Infiniti Q50, too. And, well, talk about piling on -- the Q50 can't get NO love from NOBODY, well maybe a little bit from Popular Mechanics.
I did then and still do today liken the TL in SH-AWD Advance form as Acura's S4 (for a lot less $). Now that I have a '14 S4, I do appreciate it [the S4] even more -- but the inherent goodness of the TL SH-AWD remains and, hopefully, will continue and grow in the updated TLX. If the price of the TLX SH-AWD Advance can stay under $50K, it ought to be a winner just so long as it [the TLX] doesn't lose the performance bits and driver involvement of the outgoing TL (this -- reduced driver involvement -- seems to be the main complaint about the Q50, as I recall).
I had thought Acura had all but given up wanting to compete with the premium Germans and the other premium Japanese offerings. It would seem the TLX could knock the Q50 to last place and maybe even breathe down the IS 350's neck (assuming the Acura in FWD trim is not compared with the IS in either rear or AWD configuration).
Perhaps things will get interesting again -- it was starting (for a while there) to look like the IS was going to be the only current Japanese Premium sporty sedan. This new TLX SH-AWD could turn the corner and the tide for that matter.
I'll probably not make any friends for saying this, but: in this class (A4, 3 series, C Class, ATS, IS, Q50 etc), there should be NO FWD only models (unless and only unless a customer wants to special order one). Yes, I know the A4 is offered in an FWD configuration (somewhere) -- but of the 5 or so Audi dealers I am aware of there are NO, ZERO, NONE, NADDA, FWD A4's (I don't even know if you could order one if you tried) available and the dealers have no intention of ever having one (again, assuming you can get one, even.)
The new A3 and the new ""baby Benz 4-door coupe"" may come as FWD models and the dealer body may elect to stock a few to attract more potential (and younger, perhaps?) customers, and that is fine. But at the ELLPS (Premium models) RWD and/or AWD are expected -- and here in Cincinnati AWD BMW's look to overtake the RWD versions soon if they haven't already (and the AWD trend is thus in Mercedes, Cadillac, Infiniti and Lexus for many models).
Having the TLX offered with FWD makes a statement -- something like ""take the 'P' out of ELLPS."" I would think it is a message Acura doesn't want to promote (given the overwhelming success -- he said sarcastically -- of the FWD RLX.)
In our fair city, the Honda dealership is ""real close"" (geographically) to the Acura store -- I would think some would shop a Honda after seeing the sticker on an FWD TLX. The TLX needs to make at least good run at being a performance model -- and it will be hard pressed, today, to do that as a front driver.
Of course, I could be wrong -- just not uncertain.
DILYL"
377,"April 14, 2014 2:18PM",carnaught,"""Yes, I know the A4 is offered in an FWD configuration (somewhere) -- but of the 5 or so Audi dealers I am aware of there are NO, ZERO, NONE, NADDA, FWD A4's (I don't even know if you could order one if you tried) available and the dealers have no intention of ever having one (again, assuming you can get one, even.)""
Here in the desert sunbelt or in Fl., most of the A4's in stock are fwd., so I think it's a regional thing."
378,"April 14, 2014 2:23PM",graphicguy,"Mark...as always, appreciate your thoughts.
Of course, the proof is in the pudding. We won't know what it's like to drive until they hit the streets (May?). My dealer usually has big, invitation only rollouts with fanfare when a new model comes out. They have a string quartet, champagne, canapés, etc. They then have some of the new models for brief test drives. Last one I did was for the RLX (another nice car that's getting little love).
You're an Audi aficionado. I'm a little jaded because of what happened with mine. That shouldn't detract from your obvious love of the ones you've had, and continue to have.
I'm an Acura aficinado. Through BMWs, Audis, Cadillacs, etc, my Acuras are still among the best cars I've ever owned....and, like you, I've owned quite a few.
Your Audi is based on a FWD architecture. Yes, Quattro alleviates much of the FWD understeer. Still, day=to-day driving? You, me, anyone else would be hard pressed to say which wheels are motivating the car. They've become quite good at taming those bugaboos.
On paper at least, it looks like the new TLX will have what the Acura folks have been clamoring for.
While the 4 cyl will get the lion's share of volume, I'm more interested in the SH-AWD version, as always. Sticking to the formula of Good/Better/Best (standard/Tech/Advance) I just confirmed with the dealer that the Advance I'll be looking at will come in right around that $49K range (current Advance is $48K and change).
0-60 in 5 sec, Torque vectoring AWD, upgraded materials everywhere, lighter, LED headlights/tailights, high zoot stereo, sports leather seating, blind spot warning, integrated NAV that actually works right (and Siri enabled to fully integrate my iPhone), a little bit of this, a little more of that, at that price? Yep, it's at the top of my shopping list."
379,"April 14, 2014 7:00PM",dash5,"For me the TLX looks great on paper and I like the styling of the prototype. There were a few spy shots that were not very flattering, but overall I'm happy with what I see so far.
The next big hurdle is the interior. I know we'll see that this week at the Auto Show here in NYC, maybe I should stop by myself come to think of it!
Having looked at a TL in 2011 when I was last in the market, the interior, beak and that... boomerang thing... on the trunk, drove me away. This time they're seemingly on the right track."
380,"April 14, 2014 7:25PM",markcincinnati,"Is there anyplace (on the web?) where the number of FWD vs Quattro Audis sold in the US can be found? I've been to Audi dealers in Dallas and there were NO FWD cars other than a TT and the previous model A3 on the lot -- AWD appears NOT to be a regional issue. The highest performance Porsches and Lambos (and even some other Italian exotics) are AWD are they not?
I know that I am an Audi-biased and even German car-biased person, but I would really like to know if there are any significant number (%) of FWD Audis of any configuration sold in the US -- something (maybe emotion) tells me the number of FWD A4s, 6s. 8s, etc sold are in the single digits (%). I think it would be difficult for Audi to have achieved -- after decades and the unintended acceleration setback -- Premium status if the cars were in any significant volume FWD. This FWD issue is a problem for Acura.
In the ""old days"" you needed to at least have ONE V8 in your lineup to be considered Premium; these days volumetric efficiency seems to have become an acceptable alternative to displacement, but there are Premium class identifiers that Acura seemed, for a time, to embrace and recently they seem to eschew.
They may very well be reliable and durable, but they need to be more difficult to be distinguished from their more humble Honda roots. Audis, for years, were often said to be ""higher cost Vw's"" -- an A4 (called an Audi 4000 on this side of the Atlantic) was somewhat of a hard sell compared to a Passat (called a Quantum) when the Quantum had an Audi 5 cylinder while the Audi had to settle for a four-cylinder. Only when Audi decided to de-VW its cars did it begin to get the respect and pricing power to be in the premium class.
Acura has (until today, hopefully) had way too much Honda in their cars -- placing them at the same place Audi was about 20 years ago.
It's time for Acura to get serious, eschewing FWD in the TLX would be a good start-- Acura needs to piss or get off the pot, in crude terms, to be blunt.
Of course, well, you know . . . . but never uncertain.
Drive It Like You Live."
381,"April 14, 2014 7:45PM",dino001,"It is regional, for sure. A local Tampa dealer once told me a few years ago that they sold mostly FWD cars, by units anyway. Considering most high end models are AWD standard, dollar figure may be different. I think even in Florida AWD is creeping up, but probably much slower than in other parts of the country."
382,"April 14, 2014 7:53PM",dino001,"Just looked at local dealer inventory. It is a sample of one, one point of time. The A4 on the lot are 2:1 for AWD, so it seems its market share had already crept up."
383,"April 14, 2014 8:51PM",andres3,"Audi thinks Americans are dumb enough to get a FWD A3 with the mediocre 1.8T rather than the very good 2.0T Quattro A3.
Not only is the 1.8T down on HP and torque, but it also guzzles more fossil fuel than the 2.0T. And that is DESPITE the weight and efficiency disadvantage of the bigger engine and Quattro vs. FWD. The 1.8 FWD needs to be retired."
384,"April 14, 2014 9:31PM",stickguy,"where are you getting this on the 1.8? It isn't the old 1.8T motor, it is the new one that is in the Jetta and Passat now. Which is rated quite a bit higher than the 2.0T in the same model. a little less power true, but not much slower and does run on RUG."
385,"April 15, 2014 5:03AM",graphicguy,"Mark....The FWD A4s and A6s are price leaders. And, as has been mentioned, it's also a regional thing, too. In the sunny states, it's a rarity of find 4WD/AWD anything. Fact is, any Quattro A4/6 has it's beginnings as a FWD platform, just like SH AWD Acuras have their beginnings on FWD platforms.
I did rent a Jetta earlier this year. There are similarities to Audi...certain switches, handles, styling (especially the center stack and dash), etc. However, this is true for many brands. I don't see GM making different window switches for Cadillac when they can use the ones from Buick, just as one example.
Is a Honda a ""humble"" basis for an Acura? I dunno....depends on how you look at it. An Accord is certainly a very good starting point for an Acura.
I'm excited about the upcoming TLX. As I normally do, if in a couple of years, I decide to make a trade, the TLX will be tops on my list.
That's based on my experiences with both the S4 and the TL SH AWD. Does that make the S4 a bad car? No, not by a long stretch. It didn't work out all that well for me, and that may mean I have my own biases. But, that shouldn't and hasn't dissuaded you.
We'll wait and see what is unveiled today. I've seen the prototype pics. Acura is pretty good at sticking to pre-release versions of their production models. I like what I've seen. Then again, I liked the previous design, too.
5-sec 0-60, SH AWD, torque vectoring rear, 9 speed trans, Honda reliability, coming in at roughly $10K less than either a 335i or S4 equipped like for like, there's lots to love there."
386,"April 15, 2014 5:47AM",markcincinnati,"Do the Manufacturers read our rants and raves?
I shared the story of the S4 that couldn't (or wouldn't) be made right with my lawyer wife. The first thing she said was ""doesn't someone from Audi read the comments on Edmunds and Audiworld?"" She elaborated that it appears that it would be less expensive to have simply replaced the un-fixable S4 rather than have the story be posted in no small amount of detail on the web.
My own questions have to do somewhat with the dealer -- who was paid at the time of sale and is paid for warranty work. You'd think the dealer, who apparently is not losing any money on this customer would be interested in going the distance to get the customer's issue resolved. If the dealer was bleeding dollar bills, I could almost understand their reluctance to throw more money (mostly represented, I would assume, by time) at the problem.
Audi (and others) must have interns that read our posts, maybe even computer programs that comb the Internet looking for keywords (the Audi spiders?) and bringing stories to the attention of said interns. Unless they don't have such interns or programs, it would seem valuable -- in marketing terms alone -- to have addressed the ailing S4's issues rather than seeing them escalate to the point that the customer gives up in frustration.
I mean it was not like there were ""attacks"" or rants (without substantiation) posted; no name calling, etc. So for the wholesale cost of a new car the customer good-will would have, I can imagine, offset the ill-will and frustration laid out here for all to see.
The question stands -- do the manufacturers have folks who monitor what we write about their products and when there seems to be a less than positive issue, intervene?
On the subject of separation (by Audi from VW or by Infiniti from Nissan, for instance), it does indeed appear that when the Premium car maximizes its separation from the more humble ""parent"" they both win. Porsche, still in not very old memory, was building a number of cars that shared way too many VW components -- and those cars were damn near crucified by the motor reviewing press (and customers). Porsche virtually stopped this practice and the market responded positively.
These days there are still parts sharing (between and among car company's cousins), but when the Audi division began to separate itself further and further from VW, Audi's market and machines improved significantly. On the other side of this, Infiniti's G is born with RWD, I know of no Nissan analog, ditto the M -- but the JX was brought to market so quickly Infiniti had to base it on a Nissan product (FWD no less), and despite the JX's success (or lack of), it is probably not one of Infiniti's shining moments in marketing or manufactuing.
BMW has no sub-BMW division or parent which can be said to be a strength, but also may put BMW in a precarious position in the future as we see the global consolidation of car companies gather momentum.
Once there were 88, soon there may only be one-quarter that number [sic]."
